"","date","description","gender","race","ethnicity","age","department","year","month","race_ethnicity"
"2070",2011-01-14,"Marijuana","M","W","N",20,"Glastonbury Police Department",2011,1,"White"
"2071",2011-01-15,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,1,"White"
"2072",2011-01-15,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,1,"White"
"2073",2011-01-21,"Marijuana","M","B","N",26,"Glastonbury Police Department",2011,1,"Black"
"2074",2011-01-21,"Marijuana","M","B","N",44,"Glastonbury Police Department",2011,1,"Black"
"2075",2011-01-31,"Marijuana","M","W","N",24,"Glastonbury Police Department",2011,1,"White"
"2076",2011-01-31,"Marijuana","F","W","N",22,"Glastonbury Police Department",2011,1,"White"
"2077",2011-02-05,"Marijuana","F","W","N",28,"Glastonbury Police Department",2011,2,"White"
"2078",2011-02-15,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,2,"White"
"2079",2011-02-17,"Marijuana","F","W","N",18,"Glastonbury Police Department",2011,2,"White"
"2080",2011-03-02,"Marijuana","M","W","H",30,"Glastonbury Police Department",2011,3,"Hispanic"
"2081",2011-03-08,"Marijuana","M","W","N",20,"Glastonbury Police Department",2011,3,"White"
"2082",2011-03-08,"Marijuana","M","B","N",45,"Glastonbury Police Department",2011,3,"Black"
"2083",2011-03-08,"Marijuana","M","B","N",44,"Glastonbury Police Department",2011,3,"Black"
"2084",2011-03-11,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,3,"White"
"2085",2011-03-11,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,3,"White"
"2086",2011-03-14,"Marijuana","M","A","N",29,"Glastonbury Police Department",2011,3,"Asian"
"2087",2011-03-14,"Marijuana","M","A","N",29,"Glastonbury Police Department",2011,3,"Asian"
"2088",2011-03-15,"Marijuana","M","W","N",16,"Glastonbury Police Department",2011,3,"White"
"2089",2011-03-15,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,3,"White"
"2090",2011-03-16,"Marijuana","F","W","N",19,"Glastonbury Police Department",2011,3,"White"
"2091",2011-03-24,"Marijuana","M","W","N",45,"Glastonbury Police Department",2011,3,"White"
"2092",2011-03-24,"Marijuana","M","W","N",49,"Glastonbury Police Department",2011,3,"White"
"2093",2011-03-27,"Marijuana","M","W","N",20,"Glastonbury Police Department",2011,3,"White"
"2094",2011-03-27,"Marijuana","M","W","N",23,"Glastonbury Police Department",2011,3,"White"
"2095",2011-03-29,"Marijuana","M","W","N",21,"Glastonbury Police Department",2011,3,"White"
"2096",2011-03-29,"Marijuana","M","W","N",25,"Glastonbury Police Department",2011,3,"White"
"2097",2011-04-05,"Marijuana","M","W","N",22,"Glastonbury Police Department",2011,4,"White"
"2098",2011-04-05,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,4,"White"
"2099",2011-04-11,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,4,"White"
"2100",2011-04-15,"Marijuana","M","W","N",54,"Glastonbury Police Department",2011,4,"White"
"2101",2011-04-15,"Marijuana","M","W","N",43,"Glastonbury Police Department",2011,4,"White"
"2102",2011-04-19,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,4,"White"
"2103",2011-04-30,"Marijuana","M","W","N",24,"Glastonbury Police Department",2011,4,"White"
"2104",2011-04-30,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,4,"White"
"2105",2011-04-30,"Marijuana","M","A","N",17,"Glastonbury Police Department",2011,4,"Asian"
"2106",2011-04-30,"Marijuana","M","W","H",18,"Glastonbury Police Department",2011,4,"Hispanic"
"2107",2011-05-06,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,5,"White"
"2108",2011-05-27,"Marijuana","M","W","N",15,"Glastonbury Police Department",2011,5,"White"
"2109",2011-05-27,"Marijuana","M","W","N",14,"Glastonbury Police Department",2011,5,"White"
"2110",2011-05-27,"Marijuana","M","W","N",14,"Glastonbury Police Department",2011,5,"White"
"2111",2011-05-27,"Marijuana","M","I","N",24,"Glastonbury Police Department",2011,5,"Indian"
"2112",2011-05-30,"Marijuana","F","W","N",21,"Glastonbury Police Department",2011,5,"White"
"2113",2011-06-03,"Marijuana","M","W","N",15,"Glastonbury Police Department",2011,6,"White"
"2114",2011-06-03,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,6,"White"
"2115",2011-06-03,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,6,"White"
"2116",2011-06-04,"Marijuana","M","W","H",20,"Glastonbury Police Department",2011,6,"Hispanic"
"2117",2011-06-05,"Marijuana","F","W","N",18,"Glastonbury Police Department",2011,6,"White"
"2118",2011-06-06,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,6,"White"
"2119",2011-06-11,"Marijuana","F","W","N",33,"Glastonbury Police Department",2011,6,"White"
"2120",2011-06-12,"Marijuana","M","W","N",19,"Glastonbury Police Department",2011,6,"White"
"2121",2011-06-17,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,6,"White"
"2122",2011-06-18,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,6,"White"
"2123",2011-06-18,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,6,"White"
"2124",2011-06-18,"Marijuana","M","W","N",22,"Glastonbury Police Department",2011,6,"White"
"2125",2011-06-18,"Marijuana","M","W","N",19,"Glastonbury Police Department",2011,6,"White"
"2126",2011-06-23,"Marijuana","M","W","N",19,"Glastonbury Police Department",2011,6,"White"
"2127",2011-06-23,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,6,"White"
"2128",2011-06-27,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,6,"White"
"2129",2011-07-05,"Marijuana","M","W","N",22,"Glastonbury Police Department",2011,7,"White"
"2130",2011-07-07,"Marijuana","F","B","N",24,"Glastonbury Police Department",2011,7,"Black"
"2131",2011-07-18,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,7,"White"
"2132",2011-07-27,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,7,"White"
"2133",2011-08-09,"Marijuana","M","W","N",20,"Glastonbury Police Department",2011,8,"White"
"2134",2011-08-09,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,8,"White"
"2135",2011-08-16,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,8,"White"
"2136",2011-08-23,"Marijuana","M","W","N",17,"Glastonbury Police Department",2011,8,"White"
"2137",2011-08-23,"Marijuana","M","W","N",20,"Glastonbury Police Department",2011,8,"White"
"2138",2011-08-30,"Marijuana","M","W","N",44,"Glastonbury Police Department",2011,8,"White"
"2139",2011-09-04,"Marijuana","F","W","N",18,"Glastonbury Police Department",2011,9,"White"
"2140",2011-09-05,"Marijuana","M","W","N",33,"Glastonbury Police Department",2011,9,"White"
"2141",2011-09-05,"Marijuana","F","W","N",29,"Glastonbury Police Department",2011,9,"White"
"2142",2011-09-09,"Marijuana","M","W","N",43,"Glastonbury Police Department",2011,9,"White"
"2143",2011-10-14,"Marijuana","M","W","N",23,"Glastonbury Police Department",2011,10,"White"
"2144",2011-10-14,"Marijuana","M","W","N",18,"Glastonbury Police Department",2011,10,"White"
"2145",2011-10-21,"Marijuana","M","W","N",16,"Glastonbury Police Department",2011,10,"White"
"2146",2011-10-21,"Marijuana","F","W","N",16,"Glastonbury Police Department",2011,10,"White"
"2147",2011-10-21,"Marijuana","F","W","N",16,"Glastonbury Police Department",2011,10,"White"
"2148",2011-10-21,"Marijuana","F","W","N",16,"Glastonbury Police Department",2011,10,"White"
"2149",2011-10-21,"Marijuana","M","W","N",16,"Glastonbury Police Department",2011,10,"White"
"2150",2011-10-22,"Marijuana","M","W","N",28,"Glastonbury Police Department",2011,10,"White"
"2151",2011-10-25,"Marijuana","M","W","N",35,"Glastonbury Police Department",2011,10,"White"
"2152",2011-11-22,"Marijuana","M","W","N",16,"Glastonbury Police Department",2011,11,"White"
"2153",2011-12-10,"Marijuana","M","W","N",27,"Glastonbury Police Department",2011,12,"White"
"2154",2011-12-18,"Marijuana","M","W","N",36,"Glastonbury Police Department",2011,12,"White"
"2155",2011-12-21,"Marijuana","M","B","N",31,"Glastonbury Police Department",2011,12,"Black"
"2156",2011-12-21,"Marijuana","M","B","N",32,"Glastonbury Police Department",2011,12,"Black"
"2157",2011-12-22,"Marijuana","M","W","N",24,"Glastonbury Police Department",2011,12,"White"
"2158",2012-01-04,"Marijuana","M","W","N",39,"Glastonbury Police Department",2012,1,"White"
"2159",2012-01-05,"Marijuana","F","B","N",29,"Glastonbury Police Department",2012,1,"Black"
"2160",2012-01-05,"Marijuana","M","B","N",25,"Glastonbury Police Department",2012,1,"Black"
"2161",2012-01-17,"Marijuana","M","W","N",15,"Glastonbury Police Department",2012,1,"White"
"2162",2012-01-30,"Marijuana","M","W","N",22,"Glastonbury Police Department",2012,1,"White"
"2163",2012-02-01,"Marijuana","M","W","H",23,"Glastonbury Police Department",2012,2,"Hispanic"
"2164",2012-02-01,"Marijuana","M","W","H",18,"Glastonbury Police Department",2012,2,"Hispanic"
"2165",2012-02-01,"Marijuana","M","W","N",18,"Glastonbury Police Department",2012,2,"White"
"2166",2012-02-01,"Marijuana","F","W","N",20,"Glastonbury Police Department",2012,2,"White"
"2167",2012-02-28,"Marijuana","M","W","N",22,"Glastonbury Police Department",2012,2,"White"
"2168",2012-02-28,"Marijuana","M","W","N",22,"Glastonbury Police Department",2012,2,"White"
"2169",2012-02-28,"Marijuana","M","W","H",22,"Glastonbury Police Department",2012,2,"Hispanic"
"2170",2012-02-29,"Marijuana","M","B","N",19,"Glastonbury Police Department",2012,2,"Black"
"2171",2012-02-29,"Marijuana","M","W","N",18,"Glastonbury Police Department",2012,2,"White"
"2172",2012-03-12,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,3,"White"
"2173",2012-03-13,"Marijuana","M","W","N",52,"Glastonbury Police Department",2012,3,"White"
"2174",2012-03-14,"Marijuana","M","W","N",36,"Glastonbury Police Department",2012,3,"White"
"2175",2012-03-16,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,3,"White"
"2176",2012-03-16,"Marijuana","M","W","N",15,"Glastonbury Police Department",2012,3,"White"
"2177",2012-03-16,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,3,"White"
"2178",2012-03-16,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,3,"White"
"2179",2012-03-17,"Marijuana","M","W","N",30,"Glastonbury Police Department",2012,3,"White"
"2180",2012-03-22,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,3,"White"
"2181",2012-03-23,"Marijuana","M","W","N",25,"Glastonbury Police Department",2012,3,"White"
"2182",2012-03-23,"Marijuana","F","W","N",28,"Glastonbury Police Department",2012,3,"White"
"2183",2012-03-26,"Marijuana","M","W","N",32,"Glastonbury Police Department",2012,3,"White"
"2184",2012-04-09,"Marijuana","M","W","N",34,"Glastonbury Police Department",2012,4,"White"
"2185",2012-04-11,"Marijuana","M","W","N",24,"Glastonbury Police Department",2012,4,"White"
"2186",2012-04-11,"Marijuana","M","W","N",24,"Glastonbury Police Department",2012,4,"White"
"2187",2012-04-11,"Marijuana","M","W","H",23,"Glastonbury Police Department",2012,4,"Hispanic"
"2188",2012-04-11,"Marijuana","M","W","H",23,"Glastonbury Police Department",2012,4,"Hispanic"
"2189",2012-04-11,"Marijuana","M","W","H",44,"Glastonbury Police Department",2012,4,"Hispanic"
"2190",2012-04-11,"Marijuana","M","W","H",44,"Glastonbury Police Department",2012,4,"Hispanic"
"2191",2012-04-23,"Marijuana","M","B","N",28,"Glastonbury Police Department",2012,4,"Black"
"2192",2012-04-30,"Marijuana","M","W","N",52,"Glastonbury Police Department",2012,4,"White"
"2193",2012-04-30,"Marijuana","M","W","H",24,"Glastonbury Police Department",2012,4,"Hispanic"
"2194",2012-04-30,"Marijuana","M","W","N",14,"Glastonbury Police Department",2012,4,"White"
"2195",2012-04-30,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,4,"White"
"2196",2012-04-30,"Marijuana","M","W","N",23,"Glastonbury Police Department",2012,4,"White"
"2197",2012-05-04,"Marijuana","M","W","N",14,"Glastonbury Police Department",2012,5,"White"
"2198",2012-05-11,"Marijuana","M","W","N",14,"Glastonbury Police Department",2012,5,"White"
"2199",2012-05-11,"Marijuana","M","W","N",15,"Glastonbury Police Department",2012,5,"White"
"2200",2012-05-15,"Marijuana","M","W","N",21,"Glastonbury Police Department",2012,5,"White"
"2201",2012-05-15,"Marijuana","M","W","N",19,"Glastonbury Police Department",2012,5,"White"
"2202",2012-05-15,"Marijuana","M","W","N",22,"Glastonbury Police Department",2012,5,"White"
"2203",2012-05-17,"Marijuana","M","B","N",35,"Glastonbury Police Department",2012,5,"Black"
"2204",2012-05-17,"Marijuana","M","B","N",30,"Glastonbury Police Department",2012,5,"Black"
"2205",2012-05-25,"Marijuana","M","W","N",23,"Glastonbury Police Department",2012,5,"White"
"2206",2012-05-31,"Marijuana","M","B","N",30,"Glastonbury Police Department",2012,5,"Black"
"2207",2012-06-03,"Marijuana","M","W","N",48,"Glastonbury Police Department",2012,6,"White"
"2208",2012-06-22,"Marijuana","M","W","N",28,"Glastonbury Police Department",2012,6,"White"
"2209",2012-06-24,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,6,"White"
"2210",2012-06-29,"Marijuana","M","B","N",23,"Glastonbury Police Department",2012,6,"Black"
"2211",2012-07-09,"Marijuana","M","W","N",23,"Glastonbury Police Department",2012,7,"White"
"2212",2012-07-09,"Marijuana","M","W","H",25,"Glastonbury Police Department",2012,7,"Hispanic"
"2213",2012-07-17,"Marijuana","M","B","N",19,"Glastonbury Police Department",2012,7,"Black"
"2214",2012-08-01,"Marijuana","F","W","N",16,"Glastonbury Police Department",2012,8,"White"
"2215",2012-08-02,"Marijuana","M","W","H",23,"Glastonbury Police Department",2012,8,"Hispanic"
"2216",2012-08-03,"Marijuana","F","W","N",20,"Glastonbury Police Department",2012,8,"White"
"2217",2012-08-15,"Marijuana","M","W","H",17,"Glastonbury Police Department",2012,8,"Hispanic"
"2218",2012-08-20,"Marijuana","M","W","N",17,"Glastonbury Police Department",2012,8,"White"
"2219",2012-08-20,"Marijuana","M","W","N",18,"Glastonbury Police Department",2012,8,"White"
"2220",2012-08-22,"Marijuana","M","W","N",17,"Glastonbury Police Department",2012,8,"White"
"2221",2012-08-27,"Marijuana","M","W","N",17,"Glastonbury Police Department",2012,8,"White"
"2222",2012-08-31,"Marijuana","F","W","H",27,"Glastonbury Police Department",2012,8,"Hispanic"
"2223",2012-08-31,"Marijuana","M","W","N",17,"Glastonbury Police Department",2012,8,"White"
"2224",2012-08-31,"Marijuana","M","B","N",21,"Glastonbury Police Department",2012,8,"Black"
"2225",2012-08-31,"Marijuana","F","W","N",16,"Glastonbury Police Department",2012,8,"White"
"2226",2012-09-05,"Marijuana","M","W","N",18,"Glastonbury Police Department",2012,9,"White"
"2227",2012-09-05,"Marijuana","F","W","N",47,"Glastonbury Police Department",2012,9,"White"
"2228",2012-09-05,"Marijuana","M","W","N",17,"Glastonbury Police Department",2012,9,"White"
"2229",2012-09-13,"Marijuana","M","B","N",22,"Glastonbury Police Department",2012,9,"Black"
"2230",2012-09-14,"Marijuana","M","W","N",38,"Glastonbury Police Department",2012,9,"White"
"2231",2012-09-28,"Marijuana","M","W","N",40,"Glastonbury Police Department",2012,9,"White"
"2232",2012-10-05,"Marijuana","M","W","N",40,"Glastonbury Police Department",2012,10,"White"
"2233",2012-10-05,"Marijuana","M","B","N",22,"Glastonbury Police Department",2012,10,"Black"
"2234",2012-10-10,"Marijuana","M","W","N",18,"Glastonbury Police Department",2012,10,"White"
"2235",2012-10-10,"Marijuana","M","W","N",20,"Glastonbury Police Department",2012,10,"White"
"2236",2012-10-10,"Marijuana","M","W","H",20,"Glastonbury Police Department",2012,10,"Hispanic"
"2237",2012-10-12,"Marijuana","M","W","N",20,"Glastonbury Police Department",2012,10,"White"
"2238",2012-10-17,"Marijuana","M","W","N",19,"Glastonbury Police Department",2012,10,"White"
"2239",2012-10-17,"Marijuana","M","W","N",20,"Glastonbury Police Department",2012,10,"White"
"2240",2012-10-19,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,10,"White"
"2241",2012-10-22,"Marijuana","M","W","N",20,"Glastonbury Police Department",2012,10,"White"
"2242",2012-10-23,"Marijuana","F","W","N",48,"Glastonbury Police Department",2012,10,"White"
"2243",2012-10-24,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,10,"White"
"2244",2012-10-26,"Marijuana","M","W","N",23,"Glastonbury Police Department",2012,10,"White"
"2245",2012-10-26,"Marijuana","M","W","N",24,"Glastonbury Police Department",2012,10,"White"
"2246",2012-10-26,"Marijuana","M","W","N",25,"Glastonbury Police Department",2012,10,"White"
"2247",2012-11-20,"Marijuana","M","W","N",16,"Glastonbury Police Department",2012,11,"White"
"2248",2012-11-21,"Marijuana","F","W","N",16,"Glastonbury Police Department",2012,11,"White"
"2249",2012-11-21,"Marijuana","F","W","N",16,"Glastonbury Police Department",2012,11,"White"
"2250",2012-11-21,"Marijuana","M","W","N",35,"Glastonbury Police Department",2012,11,"White"
"2251",2012-12-05,"Marijuana","M","B","N",17,"Glastonbury Police Department",2012,12,"Black"
"2252",2012-12-05,"Marijuana","M","W","N",17,"Glastonbury Police Department",2012,12,"White"
"2253",2012-12-11,"Marijuana","M","W","N",22,"Glastonbury Police Department",2012,12,"White"
"2254",2012-12-11,"Marijuana","M","W","N",19,"Glastonbury Police Department",2012,12,"White"
"2255",2012-12-11,"Marijuana","M","B","N",20,"Glastonbury Police Department",2012,12,"Black"
"2256",2012-12-11,"Marijuana","M","W","N",18,"Glastonbury Police Department",2012,12,"White"
"2257",2012-12-11,"Marijuana","M","W","N",21,"Glastonbury Police Department",2012,12,"White"
"2258",2013-01-07,"Marijuana","M","W","N",21,"Glastonbury Police Department",2013,1,"White"
"2259",2013-01-10,"Marijuana","M","B","N",22,"Glastonbury Police Department",2013,1,"Black"
"2260",2013-01-10,"Marijuana","M","B","N",22,"Glastonbury Police Department",2013,1,"Black"
"2261",2013-01-11,"Marijuana","F","B","N",24,"Glastonbury Police Department",2013,1,"Black"
"2262",2013-01-11,"Marijuana","M","B","N",23,"Glastonbury Police Department",2013,1,"Black"
"2263",2013-01-11,"Marijuana","M","B","N",23,"Glastonbury Police Department",2013,1,"Black"
"2264",2013-01-19,"Marijuana","M","B","N",20,"Glastonbury Police Department",2013,1,"Black"
"2265",2013-01-19,"Marijuana","M","W","N",50,"Glastonbury Police Department",2013,1,"White"
"2266",2013-01-19,"Marijuana","M","W","N",28,"Glastonbury Police Department",2013,1,"White"
"2267",2013-01-22,"Marijuana","F","W","N",20,"Glastonbury Police Department",2013,1,"White"
"2268",2013-01-22,"Marijuana","M","W","N",21,"Glastonbury Police Department",2013,1,"White"
"2269",2013-02-04,"Marijuana","M","B","N",17,"Glastonbury Police Department",2013,2,"Black"
"2270",2013-02-09,"Marijuana","M","W","N",66,"Glastonbury Police Department",2013,2,"White"
"2271",2013-02-12,"Marijuana","M","W","N",53,"Glastonbury Police Department",2013,2,"White"
"2272",2013-02-13,"Marijuana","M","W","H",40,"Glastonbury Police Department",2013,2,"Hispanic"
"2273",2013-02-21,"Marijuana","M","W","N",19,"Glastonbury Police Department",2013,2,"White"
"2274",2013-02-21,"Marijuana","M","W","N",19,"Glastonbury Police Department",2013,2,"White"
"2275",2013-02-22,"Marijuana","M","W","N",29,"Glastonbury Police Department",2013,2,"White"
"2276",2013-02-26,"Marijuana","M","W","N",18,"Glastonbury Police Department",2013,2,"White"
"2277",2013-02-26,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,2,"White"
"2278",2013-03-15,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,3,"White"
"2279",2013-03-20,"Marijuana","M","W","N",35,"Glastonbury Police Department",2013,3,"White"
"2280",2013-03-23,"Marijuana","F","W","N",27,"Glastonbury Police Department",2013,3,"White"
"2281",2013-03-23,"Marijuana","M","W","N",32,"Glastonbury Police Department",2013,3,"White"
"2282",2013-03-30,"Marijuana","F","W","N",17,"Glastonbury Police Department",2013,3,"White"
"2283",2013-04-01,"Marijuana","M","W","N",24,"Glastonbury Police Department",2013,4,"White"
"2284",2013-04-01,"Marijuana","M","W","N",23,"Glastonbury Police Department",2013,4,"White"
"2285",2013-04-03,"Marijuana","M","W","N",35,"Glastonbury Police Department",2013,4,"White"
"2286",2013-04-08,"Marijuana","M","W","N",22,"Glastonbury Police Department",2013,4,"White"
"2287",2013-04-10,"Marijuana","M","W","N",35,"Glastonbury Police Department",2013,4,"White"
"2288",2013-04-12,"Marijuana","M","B","N",17,"Glastonbury Police Department",2013,4,"Black"
"2289",2013-04-17,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,4,"White"
"2290",2013-04-20,"Marijuana","M","W","N",32,"Glastonbury Police Department",2013,4,"White"
"2291",2013-04-26,"Marijuana","M","W","N",28,"Glastonbury Police Department",2013,4,"White"
"2292",2013-04-26,"Marijuana","M","W","N",27,"Glastonbury Police Department",2013,4,"White"
"2293",2013-04-26,"Marijuana","F","W","N",23,"Glastonbury Police Department",2013,4,"White"
"2294",2013-05-12,"Marijuana","F","W","N",17,"Glastonbury Police Department",2013,5,"White"
"2295",2013-05-23,"Marijuana","M","W","N",30,"Glastonbury Police Department",2013,5,"White"
"2296",2013-05-26,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,5,"White"
"2297",2013-05-29,"Marijuana","M","W","N",30,"Glastonbury Police Department",2013,5,"White"
"2298",2013-05-29,"Marijuana","M","W","N",41,"Glastonbury Police Department",2013,5,"White"
"2299",2013-06-06,"Marijuana","M","W","N",41,"Glastonbury Police Department",2013,6,"White"
"2300",2013-06-11,"Marijuana","F","B","N",45,"Glastonbury Police Department",2013,6,"Black"
"2301",2013-06-11,"Marijuana","M","B","N",28,"Glastonbury Police Department",2013,6,"Black"
"2302",2013-06-16,"Marijuana","M","W","H",21,"Glastonbury Police Department",2013,6,"Hispanic"
"2303",2013-06-20,"Marijuana","M","W","H",20,"Glastonbury Police Department",2013,6,"Hispanic"
"2304",2013-06-20,"Marijuana","M","W","H",25,"Glastonbury Police Department",2013,6,"Hispanic"
"2305",2013-06-22,"Marijuana","M","W","N",40,"Glastonbury Police Department",2013,6,"White"
"2306",2013-06-26,"Marijuana","M","B","N",23,"Glastonbury Police Department",2013,6,"Black"
"2307",2013-07-07,"Marijuana","M","W","N",15,"Glastonbury Police Department",2013,7,"White"
"2308",2013-07-18,"Marijuana","M","B","N",37,"Glastonbury Police Department",2013,7,"Black"
"2309",2013-07-18,"Marijuana","F","W","N",25,"Glastonbury Police Department",2013,7,"White"
"2310",2013-07-19,"Marijuana","M","W","N",23,"Glastonbury Police Department",2013,7,"White"
"2311",2013-08-02,"Marijuana","M","W","H",28,"Glastonbury Police Department",2013,8,"Hispanic"
"2312",2013-08-04,"Marijuana","M","W","N",19,"Glastonbury Police Department",2013,8,"White"
"2313",2013-08-06,"Marijuana","M","W","N",42,"Glastonbury Police Department",2013,8,"White"
"2314",2013-08-06,"Marijuana","M","W","N",42,"Glastonbury Police Department",2013,8,"White"
"2315",2013-08-06,"Marijuana","F","W","N",40,"Glastonbury Police Department",2013,8,"White"
"2316",2013-08-06,"Marijuana","F","W","N",40,"Glastonbury Police Department",2013,8,"White"
"2317",2013-08-15,"Marijuana","M","W","N",47,"Glastonbury Police Department",2013,8,"White"
"2318",2013-09-03,"Marijuana","M","W","N",29,"Glastonbury Police Department",2013,9,"White"
"2319",2013-09-03,"Marijuana","M","W","N",29,"Glastonbury Police Department",2013,9,"White"
"2320",2013-09-04,"Marijuana","F","W","N",36,"Glastonbury Police Department",2013,9,"White"
"2321",2013-09-04,"Marijuana","M","W","N",19,"Glastonbury Police Department",2013,9,"White"
"2322",2013-09-04,"Marijuana","M","W","N",35,"Glastonbury Police Department",2013,9,"White"
"2323",2013-09-17,"Marijuana","F","W","N",32,"Glastonbury Police Department",2013,9,"White"
"2324",2013-09-27,"Marijuana","M","B","N",21,"Glastonbury Police Department",2013,9,"Black"
"2325",2013-10-01,"Marijuana","M","W","N",33,"Glastonbury Police Department",2013,10,"White"
"2326",2013-10-05,"Marijuana","M","W","N",31,"Glastonbury Police Department",2013,10,"White"
"2327",2013-10-07,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,10,"White"
"2328",2013-10-18,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,10,"White"
"2329",2013-10-18,"Marijuana","M","A","N",17,"Glastonbury Police Department",2013,10,"Asian"
"2330",2013-10-25,"Marijuana","M","B","N",33,"Glastonbury Police Department",2013,10,"Black"
"2331",2013-10-25,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,10,"White"
"2332",2013-10-25,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,10,"White"
"2333",2013-10-25,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,10,"White"
"2334",2013-10-25,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,10,"White"
"2335",2013-10-25,"Marijuana","M","W","N",15,"Glastonbury Police Department",2013,10,"White"
"2336",2013-10-25,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,10,"White"
"2337",2013-10-25,"Marijuana","M","U","U",13,"Glastonbury Police Department",2013,10,"Unknown"
"2338",2013-10-30,"Marijuana","F","W","N",27,"Glastonbury Police Department",2013,10,"White"
"2339",2013-10-30,"Marijuana","M","B","N",24,"Glastonbury Police Department",2013,10,"Black"
"2340",2013-11-18,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,11,"White"
"2341",2013-11-19,"Marijuana","F","W","N",17,"Glastonbury Police Department",2013,11,"White"
"2342",2013-11-19,"Marijuana","M","W","N",29,"Glastonbury Police Department",2013,11,"White"
"2343",2013-11-21,"Marijuana","F","W","N",24,"Glastonbury Police Department",2013,11,"White"
"2344",2013-11-28,"Marijuana","M","W","N",23,"Glastonbury Police Department",2013,11,"White"
"2345",2013-11-30,"Marijuana","M","W","N",17,"Glastonbury Police Department",2013,11,"White"
"2346",2013-12-13,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,12,"White"
"2347",2013-12-13,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,12,"White"
"2348",2013-12-13,"Marijuana","M","W","N",16,"Glastonbury Police Department",2013,12,"White"
"2349",2013-12-30,"Marijuana","M","W","H",17,"Glastonbury Police Department",2013,12,"Hispanic"
"2350",2011-01-04,"Marijuana","M","W","N",24,"Granby Police Department",2011,1,"White"
"2351",2011-01-04,"Marijuana","M","W","N",25,"Granby Police Department",2011,1,"White"
"2352",2011-01-04,"Marijuana","M","W","N",19,"Granby Police Department",2011,1,"White"
"2353",2011-01-05,"Marijuana","F","W","N",18,"Granby Police Department",2011,1,"White"
"2354",2011-01-16,"Marijuana","M","W","N",19,"Granby Police Department",2011,1,"White"
"2355",2011-01-21,"Marijuana","M","W","N",21,"Granby Police Department",2011,1,"White"
"2356",2011-02-15,"Marijuana","M","W","N",18,"Granby Police Department",2011,2,"White"
"2357",2011-02-15,"Marijuana","M","W","N",17,"Granby Police Department",2011,2,"White"
"2358",2011-03-25,"Marijuana","M","W","N",23,"Granby Police Department",2011,3,"White"
"2359",2011-03-25,"Marijuana","M","W","N",23,"Granby Police Department",2011,3,"White"
"2360",2011-05-12,"Marijuana","M","W","N",19,"Granby Police Department",2011,5,"White"
"2361",2011-06-07,"Marijuana","M","W","N",18,"Granby Police Department",2011,6,"White"
"2362",2011-06-17,"Marijuana","M","W","N",18,"Granby Police Department",2011,6,"White"
"2363",2011-06-17,"Marijuana","M","W","N",18,"Granby Police Department",2011,6,"White"
"2364",2011-06-17,"Marijuana","F","W","N",20,"Granby Police Department",2011,6,"White"
