"","date","description","gender","race","ethnicity","age","department","year","month","race_ethnicity"
"6518",2012-12-16,"Marijuana","M","W","N",18,"Redding Police Department",2012,12,"White"
"6519",2013-03-25,"Marijuana","F","W","N",18,"Redding Police Department",2013,3,"White"
"6520",2013-03-25,"Marijuana","F","W","N",17,"Redding Police Department",2013,3,"White"
"6521",2013-07-22,"Marijuana","M","W","N",28,"Redding Police Department",2013,7,"White"
"6522",2013-09-23,"Marijuana","M","W","N",17,"Redding Police Department",2013,9,"White"
"6523",2013-09-23,"Marijuana","M","W","N",17,"Redding Police Department",2013,9,"White"
"6524",2013-11-10,"Marijuana","M","W","N",21,"Redding Police Department",2013,11,"White"
"6525",2013-12-03,"Marijuana","M","W","N",21,"Redding Police Department",2013,12,"White"
"6526",2013-12-03,"Marijuana","M","W","N",20,"Redding Police Department",2013,12,"White"
"6527",2013-12-28,"Marijuana","M","W","N",19,"Redding Police Department",2013,12,"White"
"6528",2011-02-14,"Marijuana","M","W","N",16,"Ridgefield Police Department",2011,2,"White"
"6529",2011-02-25,"Marijuana","M","W","N",19,"Ridgefield Police Department",2011,2,"White"
"6530",2011-04-10,"Marijuana","M","W","N",15,"Ridgefield Police Department",2011,4,"White"
"6531",2011-04-15,"Marijuana","M","W","N",15,"Ridgefield Police Department",2011,4,"White"
"6532",2011-04-15,"Marijuana","M","W","N",16,"Ridgefield Police Department",2011,4,"White"
"6533",2011-04-15,"Marijuana","M","W","N",16,"Ridgefield Police Department",2011,4,"White"
"6534",2011-04-20,"Marijuana","F","W","N",21,"Ridgefield Police Department",2011,4,"White"
"6535",2011-04-21,"Marijuana","M","W","N",49,"Ridgefield Police Department",2011,4,"White"
"6536",2011-05-03,"Marijuana","M","W","N",20,"Ridgefield Police Department",2011,5,"White"
"6537",2011-05-05,"Marijuana","M","W","N",22,"Ridgefield Police Department",2011,5,"White"
"6538",2011-05-09,"Marijuana","M","W","N",16,"Ridgefield Police Department",2011,5,"White"
"6539",2011-05-09,"Marijuana","M","W","N",13,"Ridgefield Police Department",2011,5,"White"
"6540",2011-05-17,"Marijuana","F","W","N",16,"Ridgefield Police Department",2011,5,"White"
"6541",2011-06-09,"Marijuana","M","W","N",16,"Ridgefield Police Department",2011,6,"White"
"6542",2011-06-27,"Marijuana","M","W","N",24,"Ridgefield Police Department",2011,6,"White"
"6543",2011-07-14,"Marijuana","M","W","N",60,"Ridgefield Police Department",2011,7,"White"
"6544",2011-07-15,"Marijuana","M","W","N",20,"Ridgefield Police Department",2011,7,"White"
"6545",2011-11-16,"Marijuana","M","W","N",14,"Ridgefield Police Department",2011,11,"White"
"6546",2012-08-03,"Marijuana","M","W","N",18,"Ridgefield Police Department",2012,8,"White"
"6547",2013-02-02,"Marijuana","M","W","N",20,"Ridgefield Police Department",2013,2,"White"
"6548",2013-02-17,"Marijuana","M","W","N",14,"Ridgefield Police Department",2013,2,"White"
"6549",2013-02-26,"Marijuana","M","W","N",22,"Ridgefield Police Department",2013,2,"White"
"6550",2013-03-12,"Marijuana","M","W","N",21,"Ridgefield Police Department",2013,3,"White"
"6551",2013-03-27,"Marijuana","M","W","N",20,"Ridgefield Police Department",2013,3,"White"
"6552",2013-05-01,"Marijuana","M","W","N",31,"Ridgefield Police Department",2013,5,"White"
"6553",2013-06-06,"Marijuana","M","W","H",27,"Ridgefield Police Department",2013,6,"Hispanic"
"6554",2013-06-13,"Marijuana","M","W","N",16,"Ridgefield Police Department",2013,6,"White"
"6555",2013-06-13,"Marijuana","M","W","N",16,"Ridgefield Police Department",2013,6,"White"
"6556",2013-07-15,"Marijuana","M","W","N",17,"Ridgefield Police Department",2013,7,"White"
"6557",2013-07-15,"Marijuana","M","W","N",17,"Ridgefield Police Department",2013,7,"White"
"6558",2013-07-26,"Marijuana","F","W","N",20,"Ridgefield Police Department",2013,7,"White"
"6559",2013-10-17,"Marijuana","M","W","N",19,"Ridgefield Police Department",2013,10,"White"
"6560",2013-10-30,"Marijuana","F","W","N",15,"Ridgefield Police Department",2013,10,"White"
"6561",2011-01-13,"Marijuana","M","W","N",27,"Seymour Police Department",2011,1,"White"
"6562",2011-01-30,"Marijuana","M","W","N",21,"Seymour Police Department",2011,1,"White"
"6563",2011-02-19,"Marijuana","M","W","N",20,"Seymour Police Department",2011,2,"White"
"6564",2011-02-21,"Marijuana","M","W","N",20,"Seymour Police Department",2011,2,"White"
"6565",2011-02-25,"Marijuana","M","W","N",20,"Seymour Police Department",2011,2,"White"
"6566",2011-02-27,"Marijuana","M","W","N",20,"Seymour Police Department",2011,2,"White"
"6567",2011-02-27,"Marijuana","M","W","N",47,"Seymour Police Department",2011,2,"White"
"6568",2011-03-01,"Marijuana","M","W","N",21,"Seymour Police Department",2011,3,"White"
"6569",2011-03-01,"Marijuana","M","W","N",26,"Seymour Police Department",2011,3,"White"
"6570",2011-03-05,"Marijuana","F","W","N",21,"Seymour Police Department",2011,3,"White"
"6571",2011-03-05,"Marijuana","F","W","N",21,"Seymour Police Department",2011,3,"White"
"6572",2011-03-07,"Marijuana","M","W","N",16,"Seymour Police Department",2011,3,"White"
"6573",2011-03-11,"Marijuana","M","W","N",20,"Seymour Police Department",2011,3,"White"
"6574",2011-03-13,"Marijuana","M","W","N",19,"Seymour Police Department",2011,3,"White"
"6575",2011-03-14,"Marijuana","M","W","N",22,"Seymour Police Department",2011,3,"White"
"6576",2011-03-15,"Marijuana","M","W","N",28,"Seymour Police Department",2011,3,"White"
"6577",2011-03-18,"Marijuana","F","W","N",22,"Seymour Police Department",2011,3,"White"
"6578",2011-03-18,"Marijuana","M","W","H",21,"Seymour Police Department",2011,3,"Hispanic"
"6579",2011-03-19,"Marijuana","F","W","N",19,"Seymour Police Department",2011,3,"White"
"6580",2011-03-27,"Marijuana","M","W","N",19,"Seymour Police Department",2011,3,"White"
"6581",2011-04-18,"Marijuana","M","W","N",55,"Seymour Police Department",2011,4,"White"
"6582",2011-04-25,"Marijuana","M","W","N",13,"Seymour Police Department",2011,4,"White"
"6583",2011-04-25,"Marijuana","M","W","N",14,"Seymour Police Department",2011,4,"White"
"6584",2011-05-02,"Marijuana","M","W","N",30,"Seymour Police Department",2011,5,"White"
"6585",2011-05-02,"Marijuana","F","W","N",18,"Seymour Police Department",2011,5,"White"
"6586",2011-05-08,"Marijuana","M","W","N",13,"Seymour Police Department",2011,5,"White"
"6587",2011-05-08,"Marijuana","M","W","N",14,"Seymour Police Department",2011,5,"White"
"6588",2011-05-08,"Marijuana","M","W","N",14,"Seymour Police Department",2011,5,"White"
"6589",2011-05-19,"Marijuana","M","W","N",21,"Seymour Police Department",2011,5,"White"
"6590",2011-05-21,"Marijuana","F","W","N",19,"Seymour Police Department",2011,5,"White"
"6591",2011-05-21,"Marijuana","M","W","N",19,"Seymour Police Department",2011,5,"White"
"6592",2011-05-28,"Marijuana","F","W","H",21,"Seymour Police Department",2011,5,"Hispanic"
"6593",2011-07-29,"Marijuana","F","W","N",21,"Seymour Police Department",2011,7,"White"
"6594",2011-07-29,"Marijuana","M","W","N",33,"Seymour Police Department",2011,7,"White"
"6595",2011-08-19,"Marijuana","M","W","N",28,"Seymour Police Department",2011,8,"White"
"6596",2011-08-21,"Marijuana","F","B","N",36,"Seymour Police Department",2011,8,"Black"
"6597",2011-08-29,"Marijuana","M","W","N",20,"Seymour Police Department",2011,8,"White"
"6598",2011-09-02,"Marijuana","F","W","N",20,"Seymour Police Department",2011,9,"White"
"6599",2011-09-02,"Marijuana","M","W","N",23,"Seymour Police Department",2011,9,"White"
"6600",2011-09-03,"Marijuana","M","W","N",20,"Seymour Police Department",2011,9,"White"
"6601",2011-11-06,"Marijuana","M","W","H",19,"Seymour Police Department",2011,11,"Hispanic"
"6602",2011-12-04,"Marijuana","M","W","H",20,"Seymour Police Department",2011,12,"Hispanic"
"6603",2011-12-10,"Marijuana","M","W","N",34,"Seymour Police Department",2011,12,"White"
"6604",2011-12-18,"Marijuana","M","W","H",27,"Seymour Police Department",2011,12,"Hispanic"
"6605",2011-12-20,"Marijuana","M","W","N",19,"Seymour Police Department",2011,12,"White"
"6606",2012-01-16,"Marijuana","M","W","N",23,"Seymour Police Department",2012,1,"White"
"6607",2012-01-16,"Marijuana","M","W","N",32,"Seymour Police Department",2012,1,"White"
"6608",2012-01-16,"Marijuana","F","W","N",25,"Seymour Police Department",2012,1,"White"
"6609",2012-01-16,"Marijuana","M","W","N",32,"Seymour Police Department",2012,1,"White"
"6610",2012-01-20,"Marijuana","M","B","N",31,"Seymour Police Department",2012,1,"Black"
"6611",2012-02-03,"Marijuana","M","W","N",24,"Seymour Police Department",2012,2,"White"
"6612",2012-02-19,"Marijuana","M","W","N",24,"Seymour Police Department",2012,2,"White"
"6613",2012-02-19,"Marijuana","F","W","N",20,"Seymour Police Department",2012,2,"White"
"6614",2012-02-22,"Marijuana","F","W","N",20,"Seymour Police Department",2012,2,"White"
"6615",2012-02-22,"Marijuana","F","W","N",46,"Seymour Police Department",2012,2,"White"
"6616",2012-02-22,"Marijuana","M","B","N",23,"Seymour Police Department",2012,2,"Black"
"6617",2012-02-22,"Marijuana","M","W","N",17,"Seymour Police Department",2012,2,"White"
"6618",2012-02-22,"Marijuana","M","W","N",22,"Seymour Police Department",2012,2,"White"
"6619",2012-02-22,"Marijuana","M","B","N",22,"Seymour Police Department",2012,2,"Black"
"6620",2012-04-09,"Marijuana","M","W","N",20,"Seymour Police Department",2012,4,"White"
"6621",2012-04-10,"Marijuana","M","W","H",20,"Seymour Police Department",2012,4,"Hispanic"
"6622",2012-04-11,"Marijuana","M","W","N",23,"Seymour Police Department",2012,4,"White"
"6623",2012-04-15,"Marijuana","F","B","N",20,"Seymour Police Department",2012,4,"Black"
"6624",2012-04-15,"Marijuana","M","B","U",24,"Seymour Police Department",2012,4,"Black"
"6625",2012-05-12,"Marijuana","M","W","N",18,"Seymour Police Department",2012,5,"White"
"6626",2012-05-12,"Marijuana","M","W","N",18,"Seymour Police Department",2012,5,"White"
"6627",2012-06-12,"Marijuana","F","W","N",12,"Seymour Police Department",2012,6,"White"
"6628",2012-07-04,"Marijuana","M","W","N",15,"Seymour Police Department",2012,7,"White"
"6629",2012-07-04,"Marijuana","M","W","N",15,"Seymour Police Department",2012,7,"White"
"6630",2012-07-06,"Marijuana","M","W","N",33,"Seymour Police Department",2012,7,"White"
"6631",2012-08-27,"Marijuana","M","W","N",42,"Seymour Police Department",2012,8,"White"
"6632",2012-09-12,"Marijuana","M","U","N",18,"Seymour Police Department",2012,9,"Unknown"
"6633",2012-09-12,"Marijuana","M","W","N",15,"Seymour Police Department",2012,9,"White"
"6634",2012-09-12,"Marijuana","M","W","N",20,"Seymour Police Department",2012,9,"White"
"6635",2012-09-30,"Marijuana","F","W","N",19,"Seymour Police Department",2012,9,"White"
"6636",2012-09-30,"Marijuana","M","W","N",22,"Seymour Police Department",2012,9,"White"
"6637",2013-01-09,"Marijuana","F","W","N",33,"Seymour Police Department",2013,1,"White"
"6638",2013-02-08,"Marijuana","M","W","N",22,"Seymour Police Department",2013,2,"White"
"6639",2013-02-16,"Marijuana","M","B","N",32,"Seymour Police Department",2013,2,"Black"
"6640",2013-02-16,"Marijuana","F","B","N",30,"Seymour Police Department",2013,2,"Black"
"6641",2013-06-11,"Marijuana","M","W","N",18,"Seymour Police Department",2013,6,"White"
"6642",2013-07-13,"Marijuana","M","W","N",26,"Seymour Police Department",2013,7,"White"
"6643",2013-09-13,"Marijuana","M","W","N",26,"Seymour Police Department",2013,9,"White"
"6644",2013-10-17,"Marijuana","M","W","N",21,"Seymour Police Department",2013,10,"White"
"6645",2013-10-17,"Marijuana","M","W","N",31,"Seymour Police Department",2013,10,"White"
"6646",2013-10-17,"Marijuana","M","W","N",31,"Seymour Police Department",2013,10,"White"
"6647",2013-10-18,"Marijuana","M","W","N",17,"Seymour Police Department",2013,10,"White"
"6648",2013-11-17,"Marijuana","M","W","H",23,"Seymour Police Department",2013,11,"Hispanic"
"6649",2013-11-29,"Marijuana","M","W","N",20,"Seymour Police Department",2013,11,"White"
"6650",2011-01-01,"Marijuana","M","B","N",16,"Shelton Police Department",2011,1,"Black"
"6651",2011-01-31,"Marijuana","M","W","N",28,"Shelton Police Department",2011,1,"White"
"6652",2011-02-27,"Marijuana","M","W","N",22,"Shelton Police Department",2011,2,"White"
"6653",2011-02-27,"Marijuana","M","W","N",21,"Shelton Police Department",2011,2,"White"
"6654",2011-03-11,"Marijuana","M","W","N",28,"Shelton Police Department",2011,3,"White"
"6655",2011-03-22,"Marijuana","F","W","N",19,"Shelton Police Department",2011,3,"White"
"6656",2011-03-24,"Marijuana","M","W","N",31,"Shelton Police Department",2011,3,"White"
"6657",2011-03-29,"Marijuana","M","W","N",48,"Shelton Police Department",2011,3,"White"
"6658",2011-04-10,"Marijuana","M","B","N",22,"Shelton Police Department",2011,4,"Black"
"6659",2011-05-06,"Marijuana","M","W","H",39,"Shelton Police Department",2011,5,"Hispanic"
"6660",2011-05-10,"Marijuana","M","W","N",32,"Shelton Police Department",2011,5,"White"
"6661",2011-05-10,"Marijuana","M","W","N",24,"Shelton Police Department",2011,5,"White"
"6662",2011-06-10,"Marijuana","M","B","N",22,"Shelton Police Department",2011,6,"Black"
"6663",2011-07-29,"Marijuana","M","W","H",20,"Shelton Police Department",2011,7,"Hispanic"
"6664",2011-08-19,"Marijuana","M","W","N",18,"Shelton Police Department",2011,8,"White"
"6665",2011-11-29,"Marijuana","M","B","N",15,"Shelton Police Department",2011,11,"Black"
"6666",2011-12-11,"Marijuana","M","W","N",24,"Shelton Police Department",2011,12,"White"
"6667",2011-12-21,"Marijuana","M","W","N",17,"Shelton Police Department",2011,12,"White"
"6668",2012-02-08,"Marijuana","M","W","H",17,"Shelton Police Department",2012,2,"Hispanic"
"6669",2012-06-01,"Marijuana","M","W","N",14,"Shelton Police Department",2012,6,"White"
"6670",2012-11-03,"Marijuana","M","W","H",18,"Shelton Police Department",2012,11,"Hispanic"
"6671",2012-11-15,"Marijuana","M","W","H",15,"Shelton Police Department",2012,11,"Hispanic"
"6672",2012-12-19,"Marijuana","M","W","N",15,"Shelton Police Department",2012,12,"White"
"6673",2013-01-11,"Marijuana","M","W","N",15,"Shelton Police Department",2013,1,"White"
"6674",2013-02-15,"Marijuana","M","W","N",14,"Shelton Police Department",2013,2,"White"
"6675",2013-05-10,"Marijuana","M","W","N",22,"Shelton Police Department",2013,5,"White"
"6676",2013-05-11,"Marijuana","M","W","N",19,"Shelton Police Department",2013,5,"White"
"6677",2013-11-19,"Marijuana","M","W","H",19,"Shelton Police Department",2013,11,"Hispanic"
"6678",2013-11-23,"Marijuana","M","B","H",22,"Shelton Police Department",2013,11,"Hispanic"
"6679",2013-11-24,"Marijuana","M","W","N",19,"Shelton Police Department",2013,11,"White"
"6680",2011-01-01,"Marijuana","M","W","N",17,"Simsbury Police Department",2011,1,"White"
"6681",2011-01-03,"Marijuana","M","W","N",19,"Simsbury Police Department",2011,1,"White"
"6682",2011-01-11,"Marijuana","M","B","N",21,"Simsbury Police Department",2011,1,"Black"
"6683",2011-01-13,"Marijuana","M","B","N",19,"Simsbury Police Department",2011,1,"Black"
"6684",2011-02-15,"Marijuana","M","W","N",18,"Simsbury Police Department",2011,2,"White"
"6685",2011-02-15,"Marijuana","M","W","N",17,"Simsbury Police Department",2011,2,"White"
"6686",2011-02-23,"Marijuana","M","W","N",20,"Simsbury Police Department",2011,2,"White"
"6687",2011-02-23,"Marijuana","M","W","N",20,"Simsbury Police Department",2011,2,"White"
"6688",2011-02-24,"Marijuana","M","W","N",41,"Simsbury Police Department",2011,2,"White"
"6689",2011-03-01,"Marijuana","M","W","N",20,"Simsbury Police Department",2011,3,"White"
"6690",2011-03-15,"Marijuana","M","W","N",23,"Simsbury Police Department",2011,3,"White"
"6691",2011-03-30,"Marijuana","F","W","N",23,"Simsbury Police Department",2011,3,"White"
"6692",2011-04-03,"Marijuana","M","W","N",16,"Simsbury Police Department",2011,4,"White"
"6693",2011-04-05,"Marijuana","M","W","N",18,"Simsbury Police Department",2011,4,"White"
"6694",2011-04-13,"Marijuana","M","W","N",21,"Simsbury Police Department",2011,4,"White"
"6695",2011-04-13,"Marijuana","M","W","N",20,"Simsbury Police Department",2011,4,"White"
"6696",2011-04-24,"Marijuana","M","W","N",24,"Simsbury Police Department",2011,4,"White"
"6697",2011-05-12,"Marijuana","M","W","",19,"Simsbury Police Department",2011,5,"White"
"6698",2011-05-24,"Marijuana","M","W","N",19,"Simsbury Police Department",2011,5,"White"
"6699",2011-05-27,"Marijuana","M","W","N",18,"Simsbury Police Department",2011,5,"White"
"6700",2011-06-05,"Marijuana","M","W","N",26,"Simsbury Police Department",2011,6,"White"
"6701",2011-06-07,"Marijuana","M","W","N",20,"Simsbury Police Department",2011,6,"White"
"6702",2011-06-24,"Marijuana","M","W","N",22,"Simsbury Police Department",2011,6,"White"
"6703",2011-08-28,"Marijuana","M","W","N",19,"Simsbury Police Department",2011,8,"White"
"6704",2011-08-28,"Marijuana","M","W","N",15,"Simsbury Police Department",2011,8,"White"
"6705",2011-10-28,"Marijuana","M","W","N",31,"Simsbury Police Department",2011,10,"White"
"6706",2011-11-11,"Marijuana","M","W","N",16,"Simsbury Police Department",2011,11,"White"
"6707",2011-12-02,"Marijuana","F","W","N",19,"Simsbury Police Department",2011,12,"White"
"6708",2011-12-29,"Marijuana","M","W","N",20,"Simsbury Police Department",2011,12,"White"
"6709",2012-01-20,"Marijuana","M","W","N",19,"Simsbury Police Department",2012,1,"White"
"6710",2012-02-11,"Marijuana","M","W","N",17,"Simsbury Police Department",2012,2,"White"
"6711",2012-02-29,"Marijuana","M","W","H",42,"Simsbury Police Department",2012,2,"Hispanic"
"6712",2012-03-25,"Marijuana","M","W","N",18,"Simsbury Police Department",2012,3,"White"
"6713",2012-03-25,"Marijuana","F","W","N",17,"Simsbury Police Department",2012,3,"White"
"6714",2012-04-28,"Marijuana","M","W","N",18,"Simsbury Police Department",2012,4,"White"
"6715",2012-06-26,"Marijuana","M","W","N",15,"Simsbury Police Department",2012,6,"White"
"6716",2012-08-22,"Marijuana","M","W","N",20,"Simsbury Police Department",2012,8,"White"
"6717",2012-11-23,"Marijuana","M","W","N",41,"Simsbury Police Department",2012,11,"White"
